Cod_setor;Situacao_setor;V001;V002;V003
353630705000020;1;85;0;0
353630705000021;3;2;0;0
353640605000001;1;115;0;0
353640605000002;1;182;0;0
353640605000003;1;90;0;0
353640605000004;1;163;0;0
353640605000005;1;57;0;0
353640605000006;2;16;0;0
353640605000007;1;0;0;0
353640605000008;2;2;0;0
353640605000009;3;2;0;0
353640605000010;8;70;0;0
353640605000011;8;48;0;0
353640605000012;8;67;0;0
353640605000013;1;67;0;0
353640605000014;1;109;0;0
353640605000015;1;19;0;0
353640605000016;1;38;0;0
353640605000018;1;15;0;0
353640605000019;3;5;0;0
353640605000020;3;0;0;0
353650505000001;1;67;0;0
353650505000002;1;42;0;0
353650505000003;1;48;0;0
353650505000004;1;79;0;0
353650505000005;1;149;1;0
353650505000006;1;78;0;0
353650505000007;1;94;0;0
353650505000008;1;36;0;0
353650505000009;1;55;0;0
353650505000010;1;63;0;0
353650505000011;1;72;0;0
353650505000012;2;44;0;0
353650505000013;1;98;0;0
353650505000014;1;131;0;1
353650505000015;1;55;0;0
353650505000016;1;69;0;0
353650505000017;1;93;0;0
353650505000018;1;113;0;0
353650505000019;1;68;0;0
353650505000020;1;79;2;0
353650505000021;1;35;0;0
353650505000022;1;207;0;0
353650505000023;1;7;0;0
353650505000024;2;40;0;0
353650505000025;1;2;0;0
353650505000026;1;128;0;0
353650505000027;1;56;0;0
353650505000028;1;79;0;0
353650505000029;1;161;0;0
353650505000030;1;114;0;0
353650505000031;1;142;0;0
353650505000032;1;56;0;1
353650505000033;1;85;0;0
353650505000034;1;120;0;0
353650505000035;1;23;0;0
353650505000036;1;127;0;0
353650505000037;1;91;0;0
353650505000038;1;169;0;0
353650505000039;1;132;0;0
353650505000040;1;95;0;0
353650505000041;1;159;0;0
353650505000042;1;93;0;0
353650505000043;1;111;0;0
353650505000044;1;98;0;1
353650505000045;1;107;0;0
353650505000046;1;137;0;2
353650505000047;1;130;0;0
353650505000048;1;172;0;0
353650505000049;1;80;0;0
353650505000050;1;47;0;0
353650505000051;1;11;0;0
353650505000052;1;169;0;0
353650505000053;1;124;0;0
353650505000054;1;102;0;0
353650505000055;1;69;0;0
353650505000056;1;95;0;0
353650505000057;1;92;0;0
353650505000058;1;0;X;X
353650505000059;1;160;0;0
353650505000060;1;195;0;0
353650505000061;1;144;0;0
353650505000062;1;150;0;0
353650505000063;1;14;0;0
353650505000064;1;112;0;0
353650505000065;1;130;0;0
353650505000066;1;82;0;0
353650505000067;1;78;0;0
353650505000068;1;7;0;0
353650505000069;1;119;0;0
353650505000070;1;3;0;0
353650505000071;1;68;0;0
353650505000072;1;144;0;0
353650505000073;1;134;0;0
353650505000074;1;186;0;0
353650505000075;1;140;0;0
353650505000076;1;214;0;0
353650505000077;1;149;0;0
353650505000078;1;143;0;0
353650505000079;1;134;0;0
353650505000080;1;185;0;0
353650505000082;8;7;X;X
353650505000083;8;3;X;X
353650505000084;1;55;0;0
353650505000085;1;114;0;0
353650505000086;1;158;1;0
353650505000088;1;94;0;0
353650505000089;1;170;0;0
353650505000090;1;59;0;0
353650505000091;1;98;0;0
353650505000092;1;46;0;0
353650505000093;1;195;0;0
353650505000094;1;36;0;0
353650505000095;1;77;0;0
353650505000096;1;105;0;0
353650505000097;1;111;0;0
353650505000098;1;84;0;0
353650505000099;1;85;0;0
353650505000100;1;107;0;0
353650505000101;1;120;0;0
353650505000102;1;155;0;0
353650505000103;1;128;0;0
353650505000104;1;141;0;0
353650505000105;1;177;0;0
353650505000106;1;129;0;0
353650505000107;1;215;0;0
353650505000108;1;170;0;1
353650505000110;1;199;0;0
353650505000111;1;86;0;0
353650505000112;1;170;0;0
353650505000113;1;151;0;0
353650505000114;1;13;0;0
353650505000115;1;9;0;0
353650505000116;1;103;0;0
353650505000117;1;118;0;0
353650505000118;1;214;0;0
353650505000119;1;74;0;0
353650505000120;1;187;0;0
353650505000121;1;98;0;0
353650505000122;1;57;0;0
353650505000123;1;251;0;0
353650505000124;1;254;0;0
353650505000125;1;231;0;0
353650505000126;1;45;X;X
353650505000127;1;221;0;0
353657005000001;1;78;0;0
353657005000002;8;39;0;0
353657005000003;1;80;0;0
353657005000004;8;58;0;0
353657005000005;1;10;X;X
353657005000006;1;1;X;X
353660405000001;1;52;0;0
353660405000002;1;83;0;0
353660405000003;1;75;0;0
353660405000004;1;46;0;0
353660405000005;1;99;0;0
353660405000006;1;48;0;0
353660405000007;1;36;0;0
353660405000008;1;54;0;0
353660405000009;1;86;0;0
353660405000010;1;153;0;0
353660405000011;1;163;0;0
353660405000012;1;127;0;0
353660405000013;1;84;0;0
353660405000014;1;83;0;0
353660405000015;8;31;0;0
353660405000016;8;65;0;0
353660405000017;8;24;0;0
353670305000001;1;63;0;0
353670305000002;1;30;0;0
353670305000003;1;86;0;0
353670305000004;1;59;0;0
353670305000005;1;55;0;0
353670305000006;1;50;0;0
353670305000007;1;76;0;0
353670305000008;1;48;0;0
353670305000009;1;90;0;0
353670305000010;1;87;0;0
353670305000011;1;106;0;0
353670305000012;1;66;0;0
353670305000013;1;66;0;0
353670305000014;1;88;0;0
353670305000015;1;138;1;0
353670305000016;1;143;0;0
353670305000017;1;100;0;0
353670305000018;1;110;0;0
353670305000019;1;90;0;0
353670305000020;1;107;0;0
353670305000021;1;53;0;0
353670305000022;1;101;0;0
353670305000023;1;158;0;0
353670305000024;1;91;0;0
353670305000025;1;124;0;0
353670305000026;1;258;0;0
353670305000027;1;113;0;0
353670305000028;1;81;0;0
353670305000029;1;267;0;0
353670305000030;1;144;0;0
353670305000031;1;167;0;0
353670305000032;1;197;0;0
353670305000033;1;113;0;0
353670305000034;1;244;0;0
353670305000035;1;265;0;1
353670305000036;1;158;0;0
353670305000037;1;183;0;0
353670305000038;1;152;0;0
353670305000039;1;109;0;0
353670305000040;1;169;0;0
353670305000041;1;133;0;0
353670305000042;3;11;1;0
353670305000043;3;3;0;0
353670305000044;8;27;0;0
353670305000045;8;18;0;0
353670305000046;8;86;0;0
353670305000047;8;24;0;0
353670305000048;1;67;0;0
353670305000049;1;156;0;0
353670305000050;1;104;0;0
353670305000051;1;142;0;0
353670305000052;1;148;0;0
353670305000053;1;195;0;0
353670305000054;1;45;0;0
353670305000055;1;21;0;0
353670310000001;1;25;0;0
353670310000002;8;45;0;0
353670310000003;8;119;0;0
353670315000001;1;129;0;0
353670315000002;8;29;0;0
353670315000003;8;33;0;0
353670315000004;8;95;0;0
353670320000001;1;48;0;0
353670320000002;8;31;0;0
353680205000001;1;66;0;0
353680205000002;1;93;0;0
353680205000003;8;31;0;0
353680205000004;8;94;0;0
353680205000005;8;42;0;0
353680205000006;8;83;0;0
353680205000007;8;72;0;0
353680205000008;8;46;0;0
353680205000009;8;42;0;0
353680205000010;8;92;0;0
353680205000011;8;64;0;0
353680205000012;2;2;0;0
353680205000013;2;2;X;X
353680205000014;2;3;0;0
353680205000015;2;0;X;X
353680205000016;2;2;0;0
353680205000018;8;75;0;0
353690105000001;1;68;0;0
353690105000002;1;90;0;0
353690105000003;8;17;0;0
353690105000004;8;30;0;0
353690105000005;8;46;0;0
353690105000006;2;0;X;X
353690105000008;2;0;X;X
353690110000001;1;52;0;0
353690110000002;8;18;0;0
353690110000003;8;14;0;0
353700805000001;1;154;0;0
353700805000002;1;69;0;2
353700805000003;1;91;0;0
353700805000004;1;181;0;0
353700805000005;1;159;0;0
353700805000006;1;147;0;0
353700805000007;1;116;0;0
353700805000008;1;78;0;0
353700805000009;1;129;0;1
353700805000010;1;226;0;1
353700805000011;8;149;0;0
353700805000012;8;38;0;0
353700805000013;6;57;0;0
353700805000014;6;40;0;0
353700805000015;8;145;0;0
353700805000016;8;23;X;X
353700805000017;8;56;0;0
353700805000018;8;77;0;0
353700805000019;8;67;0;0
353700805000020;8;71;0;0
353700805000021;8;0;X;X
353700805000022;1;19;0;0
353700805000023;1;109;0;0
353700805000024;1;83;0;0
353700805000025;1;69;0;0
353700810000001;1;54;0;1
353700810000002;8;16;0;0
353700815000001;1;35;0;0
353700815000002;8;38;0;0
353700815000003;8;32;0;0
353710705000001;1;74;0;0
353710705000002;1;37;0;0
353710705000003;1;58;0;0
353710705000004;1;70;0;0
353710705000005;1;40;0;0
353710705000006;1;66;2;0
353710705000007;1;77;0;0
353710705000008;1;25;0;0
353710705000009;1;99;0;1
353710705000010;1;53;0;0
353710705000011;1;149;0;0
353710705000012;1;118;0;0
353710705000013;1;76;0;0
353710705000014;1;79;0;0
353710705000015;1;64;0;0
353710705000016;2;104;0;0
353710705000017;1;77;0;0
353710705000018;1;54;0;0
353710705000019;1;84;0;0
353710705000022;1;95;0;0
353710705000023;1;63;0;0
353710705000024;1;49;0;0
353710705000025;1;42;0;0
353710705000026;2;145;0;0
353710705000027;1;60;0;0
353710705000028;1;206;0;0
353710705000029;1;195;1;0
353710705000030;1;117;0;0
353710705000031;1;49;0;0
353710705000032;1;129;0;0
353710705000033;1;72;0;0
353710705000034;1;161;0;0
353710705000035;1;125;0;0
353710705000036;1;138;0;0
353710705000037;2;267;0;0
353710705000038;1;143;0;0
353710705000039;1;210;0;1
353710705000040;1;173;0;0
353710705000041;1;152;1;0
353710705000042;1;164;1;0
353710705000043;2;125;0;0
353710705000044;2;87;0;0
353710705000045;1;96;0;0
353710705000046;8;18;0;0
353710705000047;8;46;0;0
353710705000048;1;52;0;0
353710705000049;2;140;0;0
353710705000050;1;81;0;0
353710705000051;1;86;0;0
353710705000052;1;118;0;0
353710705000053;1;68;0;0
353710705000054;1;94;0;0
353710705000055;2;132;0;0
353710705000056;1;182;0;0
353710705000057;2;250;0;0
353710705000058;2;6;0;0
353710705000059;2;44;0;0
353710705000061;2;2;0;0
353710705000062;3;23;0;0
353710705000063;3;10;0;0
353715605000001;1;106;0;0
353715605000002;1;104;0;0
353715605000003;1;106;0;0
353715605000004;8;26;0;0
353715605000005;8;59;0;0
353720605000001;1;99;0;0
353720605000002;1;248;0;0
353720605000003;1;135;0;0
353720605000004;1;161;0;0
353720605000005;1;267;0;0
353720605000006;1;206;0;0
353720605000007;8;21;0;0
353720605000008;8;87;0;0
353720605000009;8;72;0;0
353720605000010;8;75;0;0
353720605000011;8;96;0;0
353720605000012;8;108;0;0
353720605000013;8;46;0;0
353720605000014;8;17;0;0
353720605000015;8;135;0;0
353720605000016;1;125;0;0
353720605000017;1;57;0;0
353730505000001;1;35;0;0
353730505000002;1;78;0;0
353730505000003;1;55;0;0
353730505000004;1;84;0;0
353730505000005;1;68;0;0
353730505000006;1;58;0;0
353730505000007;1;35;0;0
353730505000008;1;53;0;0
353730505000009;1;59;0;0
353730505000010;1;52;0;0
353730505000011;1;81;0;0
353730505000012;1;104;0;0
353730505000013;1;156;0;0
353730505000014;1;137;0;0
353730505000015;1;95;0;0
353730505000016;1;105;0;0
353730505000017;1;44;0;0
353730505000018;1;48;0;0
353730505000019;1;42;0;0
353730505000020;1;42;0;0
353730505000021;1;44;0;0
353730505000022;1;50;0;0
353730505000023;1;52;0;0
353730505000024;1;100;0;0
353730505000025;1;71;0;0
353730505000026;1;79;0;0
353730505000027;1;69;0;0
353730505000028;1;91;0;0
353730505000029;1;72;0;0
353730505000030;1;74;0;0
353730505000031;1;136;0;0
353730505000032;1;0;0;0
353730505000033;1;131;0;0
353730505000034;1;123;0;0
353730505000035;1;80;0;0
353730505000036;1;190;0;0
353730505000037;1;110;0;0
353730505000038;1;135;0;0
353730505000039;1;98;0;0
353730505000040;1;80;0;0
353730505000041;2;95;0;0
353730505000042;1;132;0;0
353730505000043;1;93;0;0
353730505000044;1;97;0;0
353730505000045;1;62;0;0
353730505000046;1;88;0;0
353730505000047;1;85;0;0
353730505000048;1;82;0;0
353730505000049;1;144;0;0
353730505000050;1;57;0;0
353730505000051;1;112;0;0
353730505000052;1;59;0;0
353730505000053;1;129;0;0
353730505000054;1;115;0;0
353730505000055;1;173;0;0
353730505000056;1;179;0;0
353730505000057;1;140;0;0
353730505000058;1;229;0;0
353730505000059;1;209;0;0
353730505000060;1;133;0;0
353730505000061;1;154;0;0
353730505000062;1;177;0;0
353730505000063;2;1;0;0
353730505000064;2;1;X;X
353730505000065;2;1;0;0
353730505000066;2;149;0;0
353730505000067;2;1;X;X
353730505000068;2;150;0;0
353730505000069;2;4;0;0
353730505000070;2;123;0;0
353730505000071;2;39;0;0
353730505000072;2;153;0;0
353730505000073;1;0;0;0
353730505000074;1;181;0;0
353730505000075;1;214;0;0
353730505000076;1;112;0;0
353730505000077;3;3;0;0
353730505000079;1;192;1;0
353730505000080;1;171;0;0
353730505000081;8;11;0;0
353730505000082;8;151;0;0
353730505000083;8;73;0;0
353730505000084;8;12;0;0
353730505000085;8;35;0;0
353730505000086;8;56;0;0
353730505000087;8;34;0;0
353730505000088;8;16;0;0
353730505000089;8;19;0;0
353730505000090;1;19;0;0
353730505000091;1;127;0;0
353730505000092;3;3;0;0
353740405000001;1;57;0;0
353740405000002;1;74;0;0
353740405000003;1;122;0;0
353740405000004;1;79;0;0
353740405000005;1;90;0;0
353740405000006;1;72;0;0
353740405000007;1;79;0;0
353740405000008;1;65;0;0
353740405000009;1;61;0;0
353740405000010;1;84;0;0
353740405000011;1;122;0;0
353740405000012;1;82;0;0
353740405000013;1;115;0;0
353740405000014;1;26;0;0
353740405000015;1;40;0;0
353740405000016;1;102;0;0
353740405000017;1;85;0;0
353740405000018;1;97;0;0
353740405000019;1;47;0;0
353740405000020;1;125;1;0
353740405000021;1;76;0;0
353740405000022;1;126;1;0
353740405000023;1;63;0;0
353740405000024;1;99;0;0
353740405000025;1;125;0;0
353740405000026;1;104;1;1
353740405000027;1;99;0;0
353740405000028;1;122;0;1
353740405000029;1;109;0;0
353740405000030;1;79;0;0
353740405000031;1;111;0;0
353740405000032;1;85;0;0
353740405000033;2;18;0;0
353740405000034;1;72;0;0
353740405000035;1;162;0;0
353740405000036;8;4;0;0
353740405000037;8;95;0;0
353740405000038;8;60;0;0
353740405000039;8;9;0;0
353740405000040;8;31;0;0
353740405000041;8;10;0;0
353740405000042;8;21;0;0
353740405000043;1;149;0;0
353740405000044;1;143;0;0
353750305000001;1;109;0;0
353750305000002;1;65;0;0
353750305000003;1;107;0;0
353750305000004;1;150;0;0
353750305000005;1;102;0;0
353750305000006;1;164;0;0
353750305000007;8;73;0;0
353750305000008;8;39;0;0
353750305000009;8;130;0;0
353750305000010;8;72;0;0
353750305000011;8;58;0;0
353750305000012;8;34;0;0
353750305000013;1;89;0;0
353760205000001;1;45;0;2
353760205000002;1;15;0;0
353760205000003;1;16;0;0
353760205000004;1;47;0;0
353760205000005;1;47;0;0
353760205000006;1;45;0;0
353760205000007;1;40;0;0
353760205000008;1;46;0;0
353760205000009;1;50;0;0
353760205000010;1;51;0;0
353760205000011;1;17;0;0
353760205000012;1;3;0;0
353760205000013;1;4;0;0
353760205000014;1;31;2;0
353760205000015;1;94;0;0
353760205000016;1;77;0;0
353760205000017;1;45;0;0
353760205000018;1;141;0;0
353760205000019;1;142;0;0
353760205000020;1;68;0;0
353760205000021;1;101;0;0
353760205000022;1;222;0;0
353760205000023;1;78;0;0
353760205000024;1;23;0;0
353760205000025;1;23;0;0
353760205000026;1;41;0;0
353760205000027;1;107;0;0
353760205000028;1;146;1;0
353760205000029;1;163;0;0
353760205000030;1;208;0;0
353760205000031;1;27;0;0
353760205000032;1;28;1;0
353760205000033;1;24;0;0
353760205000034;1;37;0;0
353760205000035;1;220;0;2
353760205000036;1;168;0;0
353760205000037;1;261;0;0
353760205000038;1;203;0;0
353760205000039;1;183;0;0
353760205000040;1;139;0;0
353760205000041;1;141;0;0
353760205000042;1;301;2;0
353760205000043;1;219;0;0
353760205000044;1;222;2;0
353760205000045;1;39;0;0
353760205000046;1;28;0;0
353760205000047;1;16;0;0
353760205000048;1;27;0;0
353760205000049;1;67;0;0
353760205000050;1;54;1;0
353760205000051;1;72;0;0
353760205000052;1;56;0;0
353760205000053;1;20;0;0
353760205000054;1;35;1;0
353760205000055;1;23;0;0
353760205000056;1;55;0;0
353760205000057;1;5;0;0
353760205000058;1;10;0;0
353760205000059;1;35;0;0
353760205000060;1;175;0;0
353760205000061;1;23;0;0
353760205000062;1;48;0;0
353760205000063;1;36;0;0
353760205000064;1;17;0;0
353760205000065;1;13;0;0
353760205000066;1;20;0;0
353760205000067;1;7;0;0
353760205000068;1;19;0;0
353760205000069;1;7;0;0
353760205000070;1;37;0;0
353760205000071;1;25;0;0
353760205000072;1;81;0;0
353760205000073;1;28;0;0
353760205000074;1;11;0;0
353760205000075;1;45;0;0
353760205000076;1;13;1;0
353760205000078;1;74;0;1
353760205000079;1;146;0;0
353760205000080;1;185;0;0
353760205000081;1;34;0;0
353760205000082;1;214;1;0
353760205000083;1;183;0;0
353760205000084;1;230;5;0
353760205000085;1;157;0;0
353760205000086;1;26;0;0
353760205000087;1;45;0;0
353760205000088;1;20;0;0
353760205000089;1;46;0;0
353760205000090;1;525;0;0
353760205000091;1;68;0;0
353760205000092;1;87;0;1
353760205000095;1;129;0;0
353760205000097;1;76;0;0
353760205000098;1;121;0;0
353760205000099;1;140;0;0
353760205000100;1;202;0;0
353760205000101;1;178;0;0
353760205000102;1;316;0;0
353760205000103;1;100;0;0
353760205000104;1;35;0;0
353760205000105;1;27;0;0
353760205000106;1;54;0;0
353760205000107;1;26;0;0
353760205000110;8;17;0;0
353760205000111;8;8;0;0
353760205000112;8;39;0;0
353760205000113;8;16;0;0
353760205000115;8;8;0;0
353760205000116;8;2;0;0
353760205000121;1;89;0;0
353760205000122;1;92;0;0
353760205000123;1;173;0;0
353760205000124;1;117;1;0
353760205000125;1;184;0;0
353760205000126;1;164;0;0
353760205000127;1;156;0;0
353760205000128;1;61;0;0
353760205000129;1;110;2;0
353760205000130;1;83;0;0
353770105000001;1;56;0;0
353770105000002;1;67;0;0
353770105000003;1;148;0;0
353770105000004;1;81;0;0
353770105000005;1;93;0;0
353770105000006;1;9;0;0
353770105000008;1;0;X;X
353770105000009;1;0;X;X
353770105000010;8;18;0;0
353770105000011;8;8;0;0
353770105000012;8;22;0;0
353770105000013;8;18;0;0
353770105000014;1;98;0;0
353770105000015;1;127;0;0
353780005000001;1;37;0;0
353780005000003;1;160;0;0
353780005000004;1;95;0;0
353780005000005;1;108;0;0
353780005000006;1;203;0;0
353780005000007;1;105;0;0
353780005000008;1;119;0;0
353780005000009;1;64;0;0
353780005000010;1;79;0;0
353780005000011;1;127;0;0
353780005000012;1;64;0;0
353780005000013;1;60;0;0
353780005000014;1;87;0;0
353780005000015;1;219;0;0
353780005000016;1;132;0;0
353780005000017;1;133;0;0
353780005000018;1;153;0;0
353780005000019;1;90;0;0
353780005000020;1;123;0;0
353780005000021;1;233;0;0
353780005000022;1;217;0;0
353780005000023;3;154;0;0
353780005000024;3;182;0;0
353780005000025;8;102;1;0
353780005000026;8;105;0;0
353780005000027;8;137;0;0
353780005000028;8;175;0;0
353780005000029;8;92;0;0
353780005000030;8;97;0;0
353780005000031;8;141;0;0
353780005000032;8;158;0;0
353780005000033;8;261;0;0
353780005000034;8;139;0;0
353780005000035;8;227;0;0
353780005000036;8;268;0;0
353780005000037;8;134;1;0
353780005000038;8;143;0;0
353780005000039;8;161;0;0
353780005000040;8;88;0;0
353780005000041;8;18;0;0
353780005000042;8;94;0;0
353780005000043;8;163;0;0
353780005000044;8;96;0;0
353780005000045;8;39;0;0
353780005000046;8;160;0;0
353780005000047;8;16;0;0
353780005000048;6;20;0;0
353780005000049;8;0;0;0
353780005000050;8;51;0;0
353780005000051;8;7;0;0
353780005000052;8;168;0;0
353780005000053;8;113;0;0
353780005000054;8;64;0;0
353780005000055;8;80;0;0
353780005000056;8;153;0;0
353780005000057;1;90;0;0
353780005000058;1;216;0;0
353780005000059;1;231;0;0
353780005000060;1;131;0;0
353780005000061;8;189;0;0
353780005000062;8;87;0;0
353780005000063;8;81;0;0
353780005000064;8;134;0;0
353780005000065;8;145;0;0
353780005000066;8;149;0;0
353790905000001;1;76;0;1
353790905000002;1;107;0;0
353790905000003;1;148;0;0
353790905000004;1;128;0;0
353790905000005;1;110;0;0
353790905000008;1;120;0;0
353790905000009;1;191;0;0
353790905000010;1;65;0;0
353790905000011;1;247;0;0
353790905000012;1;142;0;0
353790905000013;1;91;0;0
353790905000014;1;178;0;0
353790905000015;1;95;0;0
353790905000016;1;140;0;0
353790905000017;1;167;0;0
353790905000018;1;163;0;0
353790905000019;1;90;0;0
353790905000020;3;37;0;0
353790905000021;3;70;0;0
353790905000022;3;42;0;0
353790905000023;8;106;0;0
353790905000024;8;78;0;0
353790905000025;8;76;0;0
353790905000026;8;52;0;0
353790905000027;8;121;0;0
353790905000028;8;89;0;0
353790905000029;8;122;0;0
353790905000030;8;42;0;0
353790905000031;1;53;0;0
353790905000032;1;135;0;0
353790905000033;1;146;0;1
353790905000034;1;139;0;0
353790905000035;1;250;0;0
353790905000036;1;132;0;0
353790905000037;1;92;0;0
353790905000038;1;2;X;X
353790905000039;1;31;0;0
353790905000040;1;4;X;X
353790905000041;3;84;0;0
353790905000042;3;20;0;0
353790905000043;8;68;0;0
353790905000044;8;19;0;0
353790905000045;8;62;0;0
353790905000046;8;83;0;0
353800605000001;1;20;0;0
353800605000002;1;23;0;0
353800605000003;1;96;0;0
353800605000004;1;57;0;0
353800605000005;1;78;0;0
353800605000006;1;37;0;0
353800605000007;1;70;0;0
353800605000008;1;55;0;0
353800605000009;1;0;0;0
353800605000010;1;192;0;1
353800605000011;1;56;0;0
353800605000012;1;78;0;0
353800605000013;1;94;0;0
353800605000014;1;98;0;0
353800605000015;1;88;0;0
353800605000016;1;67;0;0
353800605000017;1;113;0;0
353800605000018;1;133;0;0
353800605000019;1;0;0;0
353800605000020;1;107;0;0
353800605000021;1;153;1;0
353800605000022;1;0;0;0
353800605000023;1;164;0;0
353800605000024;1;54;0;0
353800605000025;1;156;0;0
353800605000026;1;117;0;0
353800605000027;1;94;0;0
353800605000028;1;68;0;0
353800605000029;1;97;0;0
353800605000030;1;115;0;0
353800605000031;1;177;0;0
353800605000032;1;142;0;0
353800605000033;1;99;0;0
353800605000034;1;109;0;0
353800605000035;1;167;0;0
353800605000036;1;188;0;0
353800605000037;1;131;0;0
353800605000038;1;141;1;0
353800605000039;1;158;0;0
353800605000040;1;110;1;0
353800605000041;1;114;0;0
353800605000042;1;129;0;0
353800605000043;1;119;0;0
353800605000044;1;110;0;0
353800605000045;1;185;0;0
353800605000046;1;131;0;0
353800605000047;1;117;0;0
353800605000048;1;152;0;0
353800605000049;1;165;0;0
353800605000050;1;208;0;0
353800605000051;1;125;0;0
353800605000052;1;118;0;0
353800605000053;1;162;0;0
353800605000054;1;150;0;0
353800605000055;1;129;0;0
353800605000056;1;166;0;0
353800605000057;1;142;1;0
353800605000058;1;342;0;0
353800605000059;1;93;0;0
353800605000060;1;135;1;0
353800605000061;1;135;3;0
353800605000062;1;226;0;0
353800605000063;1;196;0;0
353800605000064;1;203;0;0
353800605000065;1;114;0;0
353800605000066;1;396;0;0
353800605000067;1;136;0;0
353800605000068;2;8;0;0
353800605000069;1;153;0;0
353800605000070;1;86;0;0
353800605000071;1;127;0;2
353800605000072;1;188;0;0
353800605000073;1;295;0;0
353800605000074;1;61;0;0
353800605000075;1;229;0;0
353800605000076;1;181;0;0
353800605000077;1;237;2;0
353800605000078;1;306;0;0
353800605000079;1;209;0;0
353800605000080;1;302;0;0
353800605000081;1;238;0;1
353800605000082;1;82;0;0
353800605000083;1;194;0;0
353800605000084;1;131;0;0
353800605000085;1;66;0;0
353800605000086;1;81;0;0
353800605000087;1;137;0;0
353800605000088;1;274;0;1
353800605000089;1;42;0;0
353800605000090;1;100;0;0
353800605000091;1;80;0;0
353800605000092;1;94;0;0
353800605000093;1;78;0;0
353800605000094;1;58;0;0
353800605000095;1;87;0;0
353800605000096;1;104;0;0
353800605000097;1;404;0;0
353800605000098;1;449;1;0
353800605000099;1;115;0;0
353800605000100;1;158;0;0
353800605000101;1;163;0;0
353800605000102;1;188;0;0
353800605000103;1;229;0;0
353800605000104;1;223;0;0
353800605000105;8;174;0;0
353800605000106;8;160;0;0
353800605000107;8;92;0;0
353800605000108;8;30;0;0
353800605000109;8;12;0;0
353800605000110;8;53;0;0
353800605000111;8;61;0;0
353800605000112;8;87;0;0
353800605000113;8;13;0;0
353800605000114;8;46;0;0
353800605000115;8;36;0;0
353800605000116;1;99;0;0
353800605000117;1;7;0;0
353800605000118;1;19;0;2
353800605000119;8;0;X;X
353800605000120;1;3;0;0
353800605000121;1;148;1;0
353800605000122;1;72;0;0
353800605000123;2;12;0;0
353800605000124;1;171;1;0
353800605000125;1;129;0;0
353800605000126;8;3;0;0
353800605000127;8;4;0;0
353800605000128;2;9;0;0
353800605000129;2;0;X;X
353800605000130;8;0;X;X
353800605000131;1;235;0;0
353800605000132;1;185;0;0
353800605000133;1;200;0;0
353800605000134;1;119;0;0
353800605000135;2;4;0;0
353800610000001;1;114;0;0
353800610000002;1;80;0;0
353800610000003;1;176;0;0
353800610000004;1;146;0;0
353800610000005;1;177;1;0
353800610000006;1;387;0;0
353800610000007;1;194;0;0
353800610000008;1;359;0;0
353800610000009;1;200;1;0
353800610000010;1;196;0;1
353800610000011;1;218;0;0
353800610000012;1;221;0;0
353800610000013;1;106;0;0
353800610000014;1;116;0;0
353800610000015;1;92;0;0
353800610000016;1;102;0;0
353800610000017;1;455;0;0
353800610000018;1;156;0;0
353800610000019;1;195;0;0
353800610000020;1;124;0;0
353800610000021;1;197;0;0
353800610000022;1;113;0;0
353800610000023;1;14;0;0
353800610000024;1;136;0;0
353800610000025;1;173;0;0
353800610000026;1;44;0;0
353800610000027;1;112;0;0
353800610000028;1;51;0;0
353800610000029;1;186;0;0
353800610000030;1;165;0;0
353800610000031;1;289;0;0
353800610000032;1;55;0;0
353800610000033;1;122;0;0
353800610000034;1;297;0;0
353800610000035;1;283;0;0
353800610000036;1;41;0;0
353800610000037;1;299;0;0
353800610000038;8;31;0;0
353800610000039;8;1;X;X
353800610000040;8;37;0;0
353800610000041;1;191;1;0
353800610000042;1;283;0;0
353800610000043;2;27;0;0
353800610000045;8;0;X;X
353810505000001;1;58;0;0
353810505000002;1;71;0;0
353810505000003;1;70;1;0
353810505000004;1;66;0;0
353810505000005;1;71;0;0
353810505000006;1;60;0;0
353810505000007;1;66;0;0
353810505000008;1;37;0;0
353810505000009;1;149;0;0
353810505000010;1;140;0;0
353810505000011;1;175;0;0
353810505000012;1;80;0;0
353810505000013;1;38;0;0
353810505000014;1;154;0;0
353810505000015;1;61;0;0
353810505000016;1;63;0;0
353810505000017;1;61;0;0
353810505000018;1;0;0;0
353810505000019;8;0;X;X
353810505000020;8;23;0;0
353810505000021;8;22;0;0
353810505000022;8;25;0;0
353810505000023;8;5;0;0
353810505000024;8;18;0;0
353810505000025;1;166;0;0
353810505000026;2;0;X;X
353810505000027;2;2;0;0
353810505000028;2;8;0;0
353810510000001;1;128;0;0
353810510000002;1;114;0;0
353810510000003;8;28;0;0
353820405000001;1;43;0;1
353820405000002;1;74;0;0
353820405000003;1;76;0;0
353820405000004;1;106;0;0
353820405000005;1;127;0;0
353820405000006;1;62;1;0
353820405000007;1;53;0;0
353820405000008;1;58;0;0
353820405000009;3;6;0;0
353820405000010;3;17;0;0
353820405000011;8;73;0;0
353820405000012;8;88;0;0
353820405000013;8;37;0;0
353820405000014;8;55;0;0
353820405000015;8;112;1;0
353820405000016;8;123;0;1
353820405000017;8;15;0;0
353820405000018;8;19;0;0
353820405000019;8;41;1;0
353820405000020;8;59;0;0
353820405000021;8;71;0;0
353820405000022;5;87;0;0
353820405000023;8;26;0;0
353820405000024;1;172;0;0
353820405000025;1;64;0;0
353820405000026;1;49;0;0
353820405000027;8;31;0;0
