Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010
354340205000491;1;19;1;0;15;0;23;1;0;12;0
354340205000492;1;25;2;0;14;0;24;1;0;16;0
354340205000493;1;24;1;0;2;0;22;0;0;4;0
354340205000494;1;17;3;0;4;0;16;3;0;1;0
354340205000495;1;10;0;0;3;0;16;0;0;3;0
354340205000496;1;25;2;1;4;0;26;4;0;2;0
354340205000497;1;22;0;0;13;0;19;6;0;10;0
354340205000498;1;16;3;0;2;0;16;0;2;5;0
354340205000499;1;16;4;0;19;1;21;3;0;15;0
354340205000500;1;18;0;0;2;0;14;0;0;3;0
354340205000501;1;15;1;0;1;0;13;0;0;0;0
354340205000502;1;13;2;2;17;0;7;0;0;13;0
354340205000503;1;15;1;0;8;0;18;1;0;11;0
354340205000504;1;14;4;0;11;0;17;2;1;19;0
354340205000505;1;11;0;0;9;0;13;1;0;10;0
354340205000506;1;23;4;0;14;0;22;4;0;16;0
354340205000507;1;27;1;0;3;0;22;1;0;2;0
354340205000508;1;15;2;0;5;0;17;0;0;4;0
354340205000509;1;25;4;0;3;0;31;3;0;4;0
354340205000510;1;22;0;0;5;0;20;3;0;4;0
354340205000511;1;14;6;0;8;0;23;1;0;16;0
354340205000512;1;0;0;0;0;0;0;0;0;0;0
354340205000513;1;0;0;0;0;0;0;0;0;0;0
354340205000514;1;22;2;0;19;0;18;3;0;12;0
354340205000515;1;31;4;0;14;0;28;1;0;17;0
354340205000516;1;13;1;1;10;0;24;2;0;11;0
354340205000517;1;25;2;0;5;0;14;3;0;9;0
354340205000518;1;18;1;0;4;0;19;1;0;12;0
354340205000519;1;24;1;0;7;0;19;0;0;5;0
354340205000520;1;16;3;0;8;0;14;1;0;13;0
354340205000521;1;38;0;0;9;0;14;2;1;12;0
354340205000522;1;15;1;0;6;0;12;0;0;11;0
354340205000523;1;23;4;0;3;0;19;1;0;7;0
354340205000524;1;10;3;0;8;0;9;2;0;4;0
354340205000525;1;10;2;0;10;0;12;0;0;16;0
354340205000526;1;10;1;0;9;0;9;1;0;8;0
354340205000527;1;18;2;0;12;0;19;1;0;5;0
354340205000528;1;9;0;0;2;0;10;2;0;4;0
354340205000529;1;10;0;0;5;0;7;0;0;3;0
354340205000530;1;14;5;0;11;0;8;2;0;4;0
354340205000531;1;7;0;0;4;0;9;0;0;1;0
354340205000532;1;12;0;0;10;0;10;0;0;12;0
354340205000533;1;27;0;0;13;0;18;0;0;17;0
354340205000534;1;7;1;0;8;0;7;1;1;12;0
354340205000535;1;22;5;0;24;0;26;1;0;33;0
354340205000536;1;24;0;0;9;0;25;0;0;14;0
354340205000537;1;18;2;1;18;0;15;2;0;15;0
354340205000538;1;17;2;0;10;0;18;1;0;11;0
354340205000539;1;19;2;0;17;0;8;0;0;14;0
354340205000540;1;11;1;1;6;0;4;1;0;5;0
354340205000541;1;14;2;0;18;0;16;4;0;26;0
354340205000542;1;23;3;0;11;0;22;2;0;8;0
354340205000543;1;14;0;0;6;0;28;1;0;3;0
354340205000544;1;13;1;0;9;0;14;1;0;5;0
354340205000545;1;15;1;0;11;0;23;0;0;9;0
354340205000546;1;34;3;1;25;0;37;2;3;23;0
354340205000547;1;10;0;0;17;0;23;2;0;10;0
354340205000548;1;20;2;0;5;0;25;4;0;7;0
354340205000549;1;27;2;0;6;0;21;2;0;20;0
354340205000550;1;14;6;0;17;0;14;5;1;12;0
354340205000551;1;17;0;0;9;0;22;0;0;7;0
354340205000552;1;10;2;0;8;0;18;1;0;8;0
354340205000553;1;9;1;0;7;0;12;1;2;8;0
354340205000554;1;13;4;0;12;0;15;3;0;10;0
354340205000555;1;20;0;0;10;0;18;2;0;13;0
354340205000556;1;23;3;1;9;0;15;1;0;6;0
354340205000557;1;24;1;0;8;0;17;1;0;2;0
354340205000558;1;25;2;0;10;0;15;0;0;6;0
354340205000559;1;13;3;0;5;0;15;2;0;1;0
354340205000560;1;21;1;1;9;0;22;2;0;12;0
354340205000561;1;25;2;0;5;0;23;2;0;4;0
354340205000562;1;16;0;0;3;0;12;2;0;5;0
354340205000563;1;8;1;0;3;0;21;4;0;4;0
354340205000564;1;9;1;0;2;0;13;1;0;5;0
354340205000565;1;13;1;0;8;0;15;2;0;3;0
354340205000566;1;25;2;0;15;0;32;1;0;14;0
354340205000567;1;16;1;0;10;0;21;1;0;13;0
354340205000568;1;17;3;0;6;0;14;0;0;4;0
354340205000569;1;7;3;0;6;0;10;0;0;4;0
354340205000570;1;14;1;0;10;0;16;0;0;7;0
354340205000571;1;22;2;0;6;0;17;3;0;3;0
354340205000572;1;13;0;0;12;0;24;5;0;14;0
354340205000573;1;23;6;0;3;0;18;2;0;5;0
354340205000574;1;16;2;0;2;0;15;0;0;6;0
354340205000575;1;26;0;0;9;0;22;0;0;6;0
354340205000576;1;21;1;0;6;0;15;0;0;4;0
354340205000577;1;13;1;0;7;0;7;2;0;12;0
354340205000578;1;9;1;0;5;0;16;0;0;3;0
354340205000579;1;18;4;0;8;0;21;1;0;5;0
354340205000580;1;15;2;1;11;0;3;1;0;5;0
354340205000581;1;19;0;0;5;0;19;0;0;7;0
354340205000582;1;13;1;0;5;0;17;1;0;10;0
354340205000583;1;26;1;0;8;0;19;2;0;8;0
354340205000584;1;18;2;0;8;0;14;2;0;9;0
354340205000585;1;16;2;0;9;0;14;1;0;11;0
354340205000586;1;14;4;0;4;0;8;2;0;3;0
354340205000587;1;11;2;0;7;0;12;0;0;5;0
354340205000588;1;8;1;0;6;0;13;2;0;3;0
354340205000589;1;12;3;0;6;0;21;2;0;9;0
354340205000590;1;11;1;0;5;0;11;1;0;7;0
354340205000591;1;14;2;0;6;0;6;1;0;5;0
354340205000592;1;15;0;0;3;0;8;3;0;8;0
354340205000593;1;20;1;0;2;0;22;1;0;6;0
354340205000594;1;8;0;0;2;0;9;1;0;8;0
354340205000595;1;15;0;0;16;0;17;2;0;8;0
354340205000596;1;9;0;0;3;0;5;0;0;4;0
354340205000597;1;22;0;0;9;0;13;2;0;10;0
354340205000598;1;20;2;0;6;0;8;1;0;6;0
354340205000599;1;11;2;0;7;0;11;1;0;4;0
354340205000600;1;19;0;0;9;0;25;0;0;5;0
354340205000603;1;9;1;0;0;0;3;0;0;6;0
354340205000604;2;33;5;0;23;0;38;3;0;15;0
354340205000605;1;0;0;0;0;0;2;0;0;0;0
354340205000606;2;6;0;0;3;0;6;0;0;0;0
354340205000607;2;14;1;0;10;0;18;0;0;13;0
354340205000608;1;20;0;0;2;0;23;0;0;6;0
354340205000609;1;29;1;0;9;0;18;1;0;7;0
354340205000610;1;11;1;0;13;0;8;1;0;14;0
354340205000611;1;16;3;0;7;0;15;0;0;7;0
354340205000612;1;29;3;0;11;0;21;1;0;14;0
354340205000613;1;16;1;0;10;0;18;0;0;3;0
354340205000614;1;15;0;0;8;0;10;2;0;11;0
354340205000615;1;19;0;0;8;0;17;0;0;7;0
354340205000616;1;15;3;0;4;0;17;0;0;3;0
354340205000617;1;17;1;0;8;0;22;1;0;2;0
354340205000618;2;12;2;0;5;0;8;0;0;7;0
354340205000619;1;7;1;0;2;0;10;3;0;5;0
354340205000620;1;16;1;0;6;0;17;3;0;6;0
354340205000621;1;17;2;0;8;0;14;1;0;7;0
354340205000622;1;12;0;0;6;0;15;1;0;11;0
354340205000623;1;9;1;0;6;0;11;0;0;0;0
354340205000624;1;1;0;0;0;0;2;0;0;0;0
354340205000625;2;3;0;0;0;0;2;0;0;0;0
354340205000626;2;7;1;1;1;0;7;0;0;0;0
354340205000627;2;0;0;0;0;0;0;0;0;0;0
354340205000628;1;9;0;0;0;0;4;1;0;0;0
354340205000631;2;0;0;0;0;0;2;0;0;0;0
354340205000632;1;0;X;X;X;X;X;X;X;X;X
354340205000633;1;21;0;0;17;0;13;2;0;13;0
354340205000634;1;20;1;0;10;0;14;0;0;8;0
354340205000635;1;15;1;0;9;0;18;2;0;13;0
354340205000636;1;25;2;0;10;0;29;4;0;14;0
354340205000637;1;28;2;0;1;0;14;5;0;4;0
354340205000638;1;27;2;0;5;0;14;0;0;12;0
354340205000639;1;5;0;1;1;0;5;0;0;3;0
354340205000640;1;2;0;0;1;0;0;0;0;1;0
354340205000641;1;10;0;1;1;0;14;0;0;0;0
354340205000642;1;6;1;0;1;0;9;1;0;0;0
354340205000643;1;6;0;0;0;0;7;0;0;1;0
354340205000644;1;5;0;0;0;0;5;1;0;0;0
354340205000645;1;6;0;0;3;0;3;0;0;2;0
354340205000646;1;15;0;0;1;0;11;0;0;1;0
354340205000647;1;5;0;0;0;0;6;0;0;0;0
354340205000648;1;6;0;0;3;0;8;0;0;0;0
354340205000649;1;7;0;0;1;0;11;0;0;0;0
354340205000650;1;10;0;0;0;0;5;0;0;0;0
354340205000651;1;8;0;0;0;0;3;0;0;0;0
354340205000652;1;2;0;0;5;0;11;0;0;5;0
354340205000653;1;10;1;0;0;0;20;1;0;1;0
354340205000654;1;25;0;0;0;0;20;0;0;0;0
354340205000655;1;15;0;0;0;0;6;0;0;0;0
354340205000656;1;14;0;0;0;0;25;0;1;0;0
354340205000657;1;6;0;0;1;0;8;0;0;0;0
354340205000658;1;12;0;0;1;0;5;0;0;0;0
354340205000659;1;0;0;1;0;0;1;1;0;0;0
354340205000660;1;36;0;0;0;0;33;0;0;0;0
354340205000661;1;7;0;0;0;0;13;0;0;1;0
354340205000662;1;8;0;0;0;0;9;0;1;1;0
354340205000663;1;7;0;0;1;0;9;0;0;0;0
354340205000664;1;11;0;0;6;0;14;1;0;3;0
354340205000665;1;8;2;0;1;0;11;0;0;2;0
354340205000666;1;14;1;0;0;0;7;0;0;1;0
354340205000667;1;6;0;0;3;0;6;0;0;0;0
354340205000668;1;20;0;0;5;0;16;0;0;1;0
354340205000669;1;19;2;0;1;0;19;0;0;1;0
354340205000670;1;26;1;0;0;0;23;0;0;0;0
354340205000671;1;10;0;0;3;0;17;0;0;1;0
354340205000672;1;25;0;0;1;0;22;0;1;1;0
354340205000673;1;22;0;0;9;0;19;3;0;21;0
354340205000674;1;18;2;0;11;0;13;2;0;14;0
354340205000675;1;32;1;0;14;0;22;0;0;10;0
354340205000676;1;16;4;0;7;0;14;4;0;7;0
354340205000677;1;8;0;0;2;0;6;0;0;2;0
354340205000678;1;5;0;0;1;0;4;0;0;0;0
354340205000679;1;5;0;0;1;0;4;0;0;0;0
354340205000680;1;7;1;0;1;0;7;0;0;4;0
354340205000681;1;8;1;0;2;0;15;0;0;0;0
354340205000682;1;11;0;0;5;0;12;1;0;4;0
354340205000683;1;5;0;0;1;0;6;0;0;3;0
354340205000684;1;6;0;0;0;0;5;0;0;0;0
354340205000685;1;7;0;0;0;0;10;0;0;0;0
354340205000686;1;7;0;0;2;0;11;0;0;2;0
354340205000687;1;32;0;0;4;0;25;1;0;1;0
354340205000688;1;37;1;0;8;0;34;0;0;4;0
354340205000689;1;16;1;0;6;0;32;3;0;11;0
354340205000691;1;20;4;0;10;0;22;2;0;11;0
354340205000692;1;9;0;0;13;0;9;1;0;10;0
354340205000693;1;11;0;0;1;0;9;0;0;4;0
354340205000694;1;11;0;0;2;0;6;1;0;1;0
354340205000695;1;17;0;2;3;0;18;0;0;0;0
354340205000696;1;15;0;0;3;0;11;0;0;4;0
354340205000697;1;7;0;0;0;0;6;0;0;0;0
354340205000698;1;13;1;0;3;0;11;1;0;1;0
354340205000699;1;14;1;0;3;0;9;0;0;7;0
354340205000700;1;4;0;0;1;0;5;0;0;0;0
354340205000701;1;6;1;0;2;0;8;1;0;4;0
354340205000702;1;14;4;0;20;0;15;3;0;18;0
354340205000703;1;12;1;0;4;0;12;0;0;2;0
354340205000704;1;13;0;0;5;0;8;0;0;6;0
354340205000705;1;17;0;0;3;0;21;1;0;1;0
354340205000706;1;10;2;0;5;0;15;2;0;2;0
354340205000707;1;17;2;0;3;0;26;2;0;7;0
354340205000708;1;29;3;1;9;0;30;3;0;11;0
354340205000709;1;58;4;0;17;0;67;1;0;13;0
354340205000710;1;21;3;1;10;0;36;2;1;4;0
354340205000711;1;11;1;0;1;0;10;1;0;1;0
354340205000712;1;22;1;0;11;0;36;1;1;10;0
354340205000713;1;24;4;0;10;0;17;2;0;12;0
354340205000714;1;12;3;0;8;0;16;1;1;10;0
354340205000715;1;25;2;1;10;0;20;3;0;8;0
354340205000716;1;21;3;0;4;0;29;6;0;9;0
354340205000717;1;12;0;0;4;0;13;1;0;6;0
354340205000718;1;30;2;0;6;0;26;1;0;7;0
354340205000719;1;1;0;0;2;0;9;0;0;2;0
354340205000720;1;10;0;0;2;0;15;0;0;2;0
354340205000721;1;12;0;0;0;0;17;1;0;2;0
354340205000722;1;3;0;0;2;0;4;0;0;1;0
354340205000723;1;22;0;0;2;0;18;0;1;0;0
354340205000724;1;3;0;0;0;0;8;0;0;0;0
354340205000725;1;12;2;0;2;0;14;3;0;2;0
354340205000726;1;16;0;0;2;0;10;0;0;1;0
354340205000727;1;19;1;0;1;0;24;0;0;0;0
354340205000728;1;13;1;0;9;0;20;2;0;11;0
354340205000729;1;16;4;0;7;0;20;4;0;5;0
354340205000730;1;25;0;0;8;0;20;0;0;6;0
354340205000731;1;19;0;0;4;0;9;2;0;5;0
354340205000732;1;10;0;0;4;0;7;0;0;3;0
354340205000733;1;28;0;0;1;0;13;2;0;7;0
354340205000734;1;16;0;0;1;0;17;1;0;4;0
354340205000735;1;21;0;0;6;0;25;0;0;6;0
354340205000736;1;16;2;0;14;0;15;1;0;11;0
354340205000737;1;14;0;0;6;0;13;0;0;8;0
354340205000738;1;15;1;0;11;0;12;1;0;7;0
354340205000739;1;19;4;0;17;0;14;1;0;17;0
354340205000740;1;16;0;0;5;0;20;0;0;8;0
354340205000741;1;21;5;0;15;0;15;3;1;15;0
354340205000742;1;6;0;0;18;0;10;3;0;19;0
354340205000743;1;15;1;0;4;1;6;4;0;14;0
354340205000744;1;18;4;0;11;0;13;1;0;13;0
354340205000745;1;11;4;0;15;0;20;1;0;11;0
354340205000746;1;21;0;0;7;0;16;1;0;16;0
354340205000747;1;13;1;0;9;0;5;1;0;9;0
354340205000748;1;13;3;0;12;0;22;1;0;16;0
354340205000749;1;13;1;0;8;0;11;0;0;7;0
354340205000750;1;14;4;0;5;0;13;2;0;11;0
354340205000751;1;32;3;0;12;0;25;0;0;13;0
354340205000752;1;26;1;0;7;0;21;2;0;15;0
354340205000753;1;12;0;0;4;0;13;0;0;2;0
354340205000754;1;30;3;0;3;0;24;2;1;11;0
354340205000755;1;14;3;2;7;0;21;4;1;5;0
354340205000756;1;34;3;0;12;0;30;0;0;8;0
354340205000757;1;17;3;0;14;0;27;4;0;9;0
354340205000758;1;18;7;0;24;0;18;5;0;23;0
354340205000759;1;15;0;0;3;0;10;0;0;4;0
354340205000760;1;26;0;0;6;0;27;0;0;6;0
354340205000761;1;13;1;0;8;0;29;1;0;9;0
354340205000762;1;13;1;0;7;0;24;1;0;6;0
354340205000763;1;14;1;0;2;0;13;0;0;5;0
354340205000764;1;25;1;0;3;0;22;0;0;8;0
354340205000765;1;19;0;0;16;0;23;1;0;11;0
354340205000766;1;11;2;0;9;0;9;0;0;9;0
354340205000767;1;17;4;0;7;0;20;1;0;3;0
354340205000768;1;6;0;0;0;0;4;0;0;0;0
354340205000769;1;20;0;0;1;0;19;1;1;0;0
354340205000770;1;55;5;0;32;0;47;3;0;36;0
354340205000771;1;5;0;0;4;0;10;0;0;0;0
354340205000772;1;47;2;0;17;0;54;5;1;10;0
354340205000773;1;14;0;0;0;0;14;0;0;3;0
354340205000774;1;10;2;0;5;0;10;1;0;7;0
354340205000775;1;19;1;0;9;0;20;1;0;14;0
354340205000776;1;22;3;0;8;0;13;1;0;7;0
354340205000777;1;27;3;0;6;0;25;3;1;16;0
354340205000778;1;24;3;2;14;0;18;1;0;5;0
354340205000779;1;23;1;1;12;0;25;0;1;7;0
354340205000782;1;4;3;0;10;0;8;3;0;4;0
354340205000783;1;3;2;0;5;0;3;1;0;5;0
354340205000784;1;3;0;1;12;0;6;0;1;14;0
354340205000785;1;6;1;0;4;0;6;1;0;3;0
354340205000786;1;8;4;0;8;0;6;1;0;7;0
354340205000787;1;17;1;0;11;0;9;1;0;14;0
354340205000788;1;10;3;0;2;0;4;0;0;5;0
354340205000789;1;2;0;0;7;0;6;0;0;9;0
354340205000791;8;0;0;0;1;0;1;0;0;0;0
354340205000792;8;0;X;X;X;X;X;X;X;X;X
354340205000793;8;1;0;0;0;0;0;0;0;0;0
354340205000794;8;7;0;0;17;0;19;1;0;14;0
354340205000795;8;0;0;0;0;0;0;0;0;1;0
354340205000796;8;1;0;0;2;0;5;1;0;2;0
354340205000797;8;0;0;0;1;0;1;0;0;2;0
354340205000798;8;4;1;0;4;0;4;0;0;1;0
354340205000800;8;0;0;0;0;0;1;0;0;0;0
354340205000801;8;0;0;0;0;0;0;0;0;0;0
354340205000802;8;0;X;X;X;X;X;X;X;X;X
354340205000804;8;0;X;X;X;X;X;X;X;X;X
354340205000805;8;1;0;0;0;0;1;0;0;0;0
354340205000806;1;2;0;0;0;0;4;0;0;0;0
354340205000807;1;1;1;0;0;0;3;0;0;1;0
354340205000808;1;1;0;0;0;0;4;0;0;1;0
354340205000809;1;2;0;0;1;0;3;0;0;0;0
354340205000810;1;6;0;0;1;0;9;0;0;1;0
354340205000811;1;7;0;0;0;0;10;0;1;1;0
354340205000812;1;5;0;1;0;0;1;0;1;2;0
354340205000813;1;5;0;0;0;0;11;0;0;0;0
354340205000814;1;1;0;0;0;0;2;0;0;0;0
354340205000815;1;2;0;0;0;0;4;0;1;0;0
354340205000816;1;2;0;0;0;0;5;0;0;1;0
354340205000817;1;20;0;0;0;0;5;0;0;1;0
354340205000818;1;12;0;0;0;0;15;0;0;0;0
354340205000819;1;5;0;0;0;0;4;0;0;0;0
354340205000820;1;11;1;0;0;0;8;0;0;0;0
354340205000821;1;8;0;0;3;0;5;0;0;1;0
354340205000822;1;11;1;0;1;0;5;0;0;0;0
354340205000823;1;2;0;0;0;0;1;0;0;0;0
354340205000824;1;5;0;0;0;0;8;0;0;1;0
354340205000825;1;6;0;0;0;0;3;0;1;0;0
354340205000826;1;10;1;0;11;0;7;2;0;4;0
354340205000827;1;0;0;0;12;0;2;4;0;7;0
354340205000828;1;2;0;0;1;0;0;0;1;0;0
354340205000829;1;3;0;0;4;0;4;2;0;4;0
354340205000830;1;9;0;0;12;0;6;0;0;11;0
354340205000831;1;12;8;0;26;0;8;4;0;23;0
354340205000832;1;5;0;0;21;0;6;0;0;22;0
354340205000833;1;21;5;0;33;0;22;2;0;27;0
354340205000834;1;7;1;0;5;0;7;1;0;8;0
354340205000835;1;4;0;0;0;0;3;0;0;1;0
354340205000836;1;14;1;0;16;0;16;1;0;11;0
354340205000837;1;1;0;0;6;0;0;0;0;3;0
354340205000838;1;3;0;0;5;0;3;1;0;5;0
354340205000839;1;4;0;0;12;0;5;1;0;6;0
354340205000840;1;12;0;0;5;0;9;1;0;20;0
354340205000841;1;7;1;0;7;0;9;0;0;5;0
354340205000842;1;5;0;0;3;0;5;0;0;2;0
354340205000843;1;2;0;0;5;0;0;2;0;5;0
354340205000844;1;6;1;0;14;0;8;1;0;7;0
354340205000845;1;10;0;0;4;0;6;0;0;6;0
354340205000846;1;8;2;0;11;0;4;0;0;6;0
354340205000847;1;12;0;0;0;0;5;0;0;2;0
354340205000848;1;15;0;0;1;0;3;0;0;0;0
354340205000849;1;10;0;0;3;0;8;0;0;0;0
354340205000850;1;11;0;0;0;0;16;0;0;0;0
354340205000851;1;17;0;0;1;0;12;0;0;1;0
354340205000852;1;9;0;0;3;0;18;0;0;1;0
354340205000853;1;18;1;0;2;0;23;0;0;2;0
354340205000854;1;16;0;0;1;0;12;0;0;1;0
354340205000855;1;5;0;0;2;0;5;1;0;1;0
354340205000856;1;17;2;0;1;0;18;0;0;1;0
354340205000857;1;0;0;0;0;0;0;0;0;0;0
354340205000858;1;19;0;0;0;0;15;0;0;1;0
354340205000859;1;12;0;0;0;0;7;0;0;0;0
354340205000860;1;18;0;0;1;0;17;0;0;1;0
354340205000861;1;18;0;0;0;0;11;0;0;1;0
354340205000862;1;6;0;0;0;0;1;1;0;0;0
354340205000863;1;20;0;0;4;0;11;0;0;1;0
354340205000864;1;25;0;0;2;0;33;0;0;1;0
354340205000865;1;13;1;0;3;0;14;0;0;3;0
354340205000866;1;14;0;0;0;0;13;0;0;0;0
354340205000867;1;33;0;0;1;0;28;0;0;0;0
354340205000868;1;15;0;0;4;0;14;1;0;4;0
354340205000869;1;12;0;0;2;0;15;0;0;1;0
354340205000870;1;15;1;0;4;0;18;1;0;3;0
354340205000871;1;3;0;0;1;0;2;0;0;1;0
354340205000872;1;18;0;0;1;0;20;0;0;1;0
354340205000873;1;10;1;0;4;0;10;0;0;5;0
354340205000874;1;13;2;0;11;0;20;2;0;12;0
354340205000875;1;11;2;0;7;0;10;1;0;5;0
354340205000876;1;23;3;0;8;0;20;0;0;8;0
354340205000877;1;17;0;0;0;0;15;0;0;0;0
354340205000878;1;14;1;0;9;0;18;1;0;9;0
354340205000879;1;4;0;0;1;0;5;0;0;3;0
354340205000880;1;13;0;0;0;0;8;0;0;0;0
354340205000881;1;36;0;3;1;0;33;1;1;3;0
354340205000882;1;25;0;1;0;0;21;0;0;1;0
354340205000883;1;37;2;0;1;0;34;0;0;0;0
354340205000884;1;21;0;0;1;0;19;0;0;2;0
354340205000885;1;14;0;0;0;0;26;0;0;2;0
354340205000886;1;10;0;0;0;0;10;0;0;2;0
354340205000887;1;3;0;0;12;0;2;0;0;7;0
354340205000888;1;4;0;0;8;0;5;0;0;1;0
354340205000889;1;12;2;0;12;0;13;3;0;17;0
354340205000890;1;7;0;0;3;0;6;1;0;3;0
354340205000891;1;9;0;0;9;0;9;0;0;6;0
354340205000892;1;17;1;1;8;0;19;1;0;7;0
354340205000893;1;26;1;0;2;0;20;3;0;5;0
354340205000894;1;36;1;0;5;0;31;1;0;12;0
354340205000895;1;20;0;0;2;0;14;0;0;7;0
354340205000896;1;17;2;0;9;0;18;0;0;5;0
354340205000897;1;34;0;0;18;0;22;1;0;21;0
354340205000898;1;19;2;0;9;0;14;0;1;6;0
354340205000899;1;9;1;0;7;0;20;3;0;6;0
354340205000900;1;11;1;0;16;0;8;0;0;11;0
354340205000901;1;1;1;0;4;0;3;0;0;9;0
354340205000902;1;18;0;0;24;0;26;0;0;19;0
354340205000903;1;3;0;0;4;0;3;0;0;2;0
354340205000904;1;15;2;1;10;0;14;2;1;15;0
354340205000905;1;7;2;1;7;0;5;2;1;5;0
354340205000906;1;1;2;0;4;0;2;0;0;4;0
354340205000907;1;7;6;0;12;1;13;4;0;13;0
354340205000908;1;6;1;0;3;0;7;0;0;4;0
354340205000909;1;22;0;0;2;0;35;1;1;2;0
354340205000910;1;18;1;0;13;0;17;3;0;4;1
354340205000911;1;32;4;0;10;0;34;1;0;6;0
354340205000912;1;16;3;0;9;0;23;0;0;14;0
354340205000913;1;36;3;0;16;0;22;1;0;11;0
354340205000914;1;21;5;0;16;0;32;3;0;12;0
354340205000915;1;17;3;0;9;0;27;1;0;9;0
354340205000916;1;22;2;0;8;0;24;0;0;17;0
354340205000917;1;19;3;0;12;0;16;0;0;9;0
354340205000918;1;39;0;0;6;0;41;0;0;3;0
354340205000919;1;0;0;0;0;0;0;0;0;0;0
354340205000920;1;3;0;0;0;0;4;0;0;0;0
354340205000921;1;17;0;0;0;0;25;1;0;0;0
354340205000922;1;15;0;0;0;0;13;0;0;2;0
354340205000923;1;13;0;0;0;0;12;0;0;0;0
354340205000924;1;26;0;2;1;0;37;0;0;0;0
354340205000925;1;9;0;0;0;0;12;1;0;0;0
354340205000926;1;17;0;2;0;0;13;0;2;0;0
354340205000927;1;10;3;0;4;0;8;2;0;3;0
354340205000928;1;8;1;0;1;0;6;0;0;0;0
354340205000929;1;7;1;0;1;0;5;0;0;0;0
354340205000930;1;11;2;0;6;0;11;2;0;5;0
354340205000931;1;13;0;0;2;0;28;0;0;2;0
354340205000932;1;10;1;0;7;0;9;0;0;9;0
354340205000933;1;9;0;0;0;0;8;0;0;0;0
354340205000934;1;3;0;0;0;0;4;0;0;0;0
354340205000935;1;13;1;0;2;0;12;0;0;4;0
354340205000936;1;19;1;0;5;0;17;2;0;0;0
354340205000937;1;19;1;0;1;0;11;3;0;3;0
354340205000938;1;8;0;0;2;0;16;0;1;1;0
354340205000939;1;6;1;0;0;0;9;0;0;0;0
354340205000940;1;25;2;0;7;0;20;0;0;9;0
354340205000941;1;10;3;1;5;0;9;2;0;2;0
354340205000942;1;10;1;0;1;0;6;2;0;4;0
354340205000943;1;8;3;1;3;0;4;1;0;1;0
354340205000944;1;12;1;0;3;0;9;0;0;4;0
354340205000945;1;10;1;0;2;0;14;1;0;2;0
354340205000946;1;11;0;0;4;0;12;1;0;6;0
354340205000947;1;32;3;0;13;0;29;2;0;14;0
354340205000948;1;4;0;0;0;0;3;0;0;0;0
354340205000949;1;6;3;0;2;0;4;1;0;2;0
354340205000950;1;6;0;0;0;0;6;0;0;1;0
354340205000951;1;9;0;0;0;0;22;0;0;0;0
354340205000952;1;11;0;0;0;0;8;0;0;0;0
354340205000953;1;10;0;0;0;0;6;0;0;0;0
354340205000954;1;13;0;0;0;0;12;0;0;0;0
354340205000955;1;26;5;0;14;0;19;2;0;10;0
354340205000956;1;25;3;0;15;0;17;5;0;10;0
354340205000957;1;15;2;0;2;0;21;3;0;10;0
354340205000958;2;0;0;0;0;0;0;0;0;1;0
354340205000961;2;2;1;0;0;0;3;0;0;1;0
354340205000963;3;0;0;0;0;0;0;0;0;0;0
354340205000964;3;0;0;0;0;0;0;0;0;0;0
354340205000965;3;0;0;0;0;0;0;0;0;1;0
354340205000966;1;33;1;0;6;0;44;1;1;3;0
354340205000967;1;22;0;0;3;0;28;0;0;2;0
354340205000968;1;32;2;0;9;0;24;3;0;12;0
354340205000969;1;42;1;0;6;0;39;1;0;3;0
354340205000970;1;10;0;0;0;0;5;0;0;2;0
354340210000001;1;4;0;0;1;0;7;0;0;1;0
354340210000002;1;11;1;0;4;0;13;0;0;1;0
354340210000003;1;16;0;0;5;0;12;0;0;1;0
354340210000004;1;15;0;0;2;0;13;0;0;1;0
354340210000005;1;8;0;0;1;0;15;0;0;1;0
354340210000006;1;18;0;0;4;0;17;0;0;1;0
354340210000007;1;13;0;0;4;0;18;0;0;3;0
354340210000008;1;2;0;0;0;0;3;0;0;0;0
354340210000009;1;39;0;0;3;0;39;1;0;6;0
354340210000010;1;21;0;0;4;0;22;0;0;1;0
354340210000011;1;14;0;0;0;0;12;0;0;1;0
354340210000013;1;5;0;0;0;0;4;0;0;1;0
354340210000014;1;2;0;0;0;0;3;0;0;0;0
354340210000016;2;0;0;0;0;0;0;0;0;1;0
354340210000017;1;0;0;0;2;0;0;0;0;0;0
354340210000018;3;2;0;0;0;0;2;0;0;0;0
354340210000019;1;2;0;0;0;0;0;0;0;0;0
354340210000020;2;1;0;0;0;0;3;0;0;0;0
354340210000021;8;7;0;0;1;0;10;0;0;1;0
354340210000022;8;0;X;X;X;X;X;X;X;X;X
354340210000023;1;8;0;0;5;0;14;0;0;2;0
354340210000024;1;19;0;1;0;0;21;0;1;0;0
354340210000025;1;2;0;0;2;0;0;0;0;0;0
354340210000026;1;11;0;0;0;0;5;0;1;0;0
354340210000027;1;16;0;1;0;0;24;0;1;0;0
354340210000028;1;17;0;1;0;0;30;0;1;2;0
354340210000029;1;10;0;0;0;0;15;0;0;0;1
354340210000031;2;0;X;X;X;X;X;X;X;X;X
354340210000032;2;1;0;0;0;0;0;0;0;0;0
354350105000001;1;18;0;0;2;0;15;0;0;9;0
354350105000002;1;13;0;0;0;0;11;0;0;3;0
