"","Região","Subsetor","Trabalhadores"
"20073","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20074","Sul","Comércio varejista",0
"20075","Sul","Comércio varejista",0
"20076","Sul","Comércio varejista",0
"20077","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20078","Sul","Transportes e comunicaçoes",0
"20079","Sul","Comércio varejista",0
"20080","Sul","Comércio varejista",0
"20081","Sul","Comércio varejista",0
"20082","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20083","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20084","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20085","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20086","Sul","Comércio varejista",0
"20087","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20088","Sul","Construçao civil",0
"20089","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20090","Sul","Comércio varejista",0
"20091","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20092","Sul","Construçao civil",0
"20093","Sul","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"20094","Sul","Comércio varejista",0
"20095","Sul","Comércio varejista",0
"20096","Sul","Construçao civil",0
"20097","Sul","Construçao civil",0
"20098","Sul","Comércio varejista",0
"20099","Sul","Comércio varejista",0
"20100","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20101","Sul","Transportes e comunicaçoes",0
"20102","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20103","Sul","Construçao civil",0
"20104","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20105","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20106","Sul","Ind. química de produtos farmacêuticos, veterinários, perfumaria",0
"20107","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20108","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20109","Sul","Ind. química de produtos farmacêuticos, veterinários, perfumaria",0
"20110","Sul","Comércio varejista",0
"20111","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20112","Sul","Comércio varejista",0
"20113","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20114","Sul","Comércio atacadista",0
"20115","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20116","Sul","Construçao civil",0
"20117","Sul","Construçao civil",0
"20118","Sul","Transportes e comunicaçoes",0
"20119","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20120","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20121","Sul","Comércio varejista",0
"20122","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20123","Sul","Comércio varejista",0
"20124","Sul","Transportes e comunicaçoes",0
"20125","Sul","Comércio varejista",0
"20126","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20127","Sul","Ensino",0
"20128","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20129","Sul","Comércio varejista",0
"20130","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20131","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20132","Sul","Construçao civil",0
"20133","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20134","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20135","Sul","Comércio varejista",0
"20136","Sul","Comércio varejista",0
"20137","Sul","Comércio atacadista",0
"20138","Sul","Comércio atacadista",0
"20139","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20140","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20141","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20142","Sul","Comércio varejista",0
"20143","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20144","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20145","Sul","Comércio varejista",0
"20146","Sul","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"20147","Sul","Comércio varejista",0
"20148","Sul","Comércio varejista",0
"20149","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20150","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20151","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20152","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20153","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20154","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20155","Sul","Construçao civil",0
"20156","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20157","Sul","Comércio varejista",0
"20158","Sul","Construçao civil",0
"20159","Sul","Comércio varejista",0
"20160","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20161","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20162","Sul","Comércio varejista",0
"20163","Sul","Comércio varejista",0
"20164","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20165","Sul","Comércio varejista",0
"20166","Sul","Ensino",0
"20167","Sul","Transportes e comunicaçoes",0
"20168","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20169","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20170","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20171","Sul","Transportes e comunicaçoes",0
"20172","Sul","Transportes e comunicaçoes",0
"20173","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20174","Sul","Construçao civil",0
"20175","Sul","Construçao civil",0
"20176","Sul","Construçao civil",0
"20177","Sul","Construçao civil",0
"20178","Sul","Construçao civil",0
"20179","Sul","Comércio varejista",0
"20180","Sul","Comércio varejista",0
"20181","Sul","Construçao civil",0
"20182","Sul","Serviços médicos, odontológicos e veterinários",0
"20183","Sul","Comércio atacadista",0
"20184","Sul","Comércio varejista",0
"20185","Sul","Comércio varejista",0
"20186","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20187","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20188","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20189","Sul","Construçao civil",0
"20190","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20191","Sul","Comércio varejista",0
"20192","Sul","Comércio varejista",0
"20193","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20194","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20195","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20196","Sul","Comércio atacadista",0
"20197","Sul","Comércio varejista",0
"20198","Sul","Construçao civil",0
"20199","Sul","Transportes e comunicaçoes",0
"20200","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20201","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20202","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20203","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20204","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20205","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20206","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20207","Sul","Ensino",0
"20208","Sul","Comércio varejista",0
"20209","Sul","Comércio varejista",0
"20210","Sul","Comércio atacadista",0
"20211","Sul","Comércio varejista",0
"20212","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20213","Sul","Comércio varejista",0
"20214","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20215","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20216","Sul","Comércio varejista",0
"20217","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20218","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20219","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20220","Sul","Comércio varejista",0
"20221","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20222","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20223","Sul","Comércio atacadista",0
"20224","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20225","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20226","Sul","Comércio atacadista",0
"20227","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20228","Sul","Comércio varejista",0
"20229","Sul","Transportes e comunicaçoes",0
"20230","Sul","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"20231","Sul","Construçao civil",0
"20232","Sul","Comércio varejista",0
"20233","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20234","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20235","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20236","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20237","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20238","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20239","Sul","Comércio atacadista",0
"20240","Sul","Transportes e comunicaçoes",0
"20241","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20242","Sul","Comércio varejista",0
"20243","Sul","Comércio varejista",0
"20244","Sul","Construçao civil",0
"20245","Sul","Construçao civil",0
"20246","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20247","Sul","Construçao civil",0
"20248","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20249","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20250","Sul","Comércio varejista",0
"20251","Sul","Comércio varejista",0
"20252","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20253","Sul","Transportes e comunicaçoes",0
"20254","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20255","Sul","Comércio varejista",0
"20256","Sul","Comércio varejista",0
"20257","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20258","Sul","Comércio varejista",0
"20259","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20260","Sul","Comércio varejista",0
"20261","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20262","Sul","Transportes e comunicaçoes",0
"20263","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20264","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20265","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20266","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20267","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20268","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20269","Sul","Construçao civil",0
"20270","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20271","Sul","Comércio varejista",0
"20272","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20273","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20274","Sul","Ensino",0
"20275","Sul","Comércio varejista",0
"20276","Sul","Ensino",0
"20277","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20278","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20279","Sul","Comércio varejista",0
"20280","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20281","Sul","Comércio varejista",0
"20282","Sul","Comércio varejista",0
"20283","Sul","Comércio atacadista",0
"20284","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20285","Sul","Comércio varejista",0
"20286","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20287","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20288","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20289","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20290","Sul","Transportes e comunicaçoes",0
"20291","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20292","Sul","Ensino",0
"20293","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20294","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20295","Sul","Indústria de produtos alimentícios, bebidas e álcool etílico",0
"20296","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20297","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20298","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20299","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20300","Sul","Comércio varejista",0
"20301","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20302","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20303","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20304","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20305","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20306","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20307","Sul","Construçao civil",0
"20308","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20309","Sul","Construçao civil",0
"20310","Sul","Comércio varejista",0
"20311","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20312","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20313","Sul","Serviços médicos, odontológicos e veterinários",0
"20314","Sul","Comércio varejista",0
"20315","Sul","Comércio varejista",0
"20316","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20317","Sul","Comércio varejista",0
"20318","Sul","Comércio atacadista",0
"20319","Sul","Comércio varejista",0
"20320","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20321","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20322","Sul","Comércio atacadista",0
"20323","Sul","Transportes e comunicaçoes",0
"20324","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20325","Sul","Comércio varejista",0
"20326","Sul","Instituiçoes de crédito, seguros e capitalizaçao",0
"20327","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20328","Sul","Comércio varejista",0
"20329","Sul","Comércio varejista",0
"20330","Sul","Comércio varejista",0
"20331","Sul","Construçao civil",0
"20332","Sul","Construçao civil",0
"20333","Sul","Comércio varejista",0
"20334","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20335","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20336","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20337","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20338","Sul","Comércio varejista",0
"20339","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20340","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20341","Sul","Comércio varejista",0
"20342","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20343","Sul","Construçao civil",0
"20344","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20345","Sul","Comércio varejista",0
"20346","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20347","Sul","Comércio varejista",0
"20348","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20349","Sul","Comércio varejista",0
"20350","Sul","Comércio varejista",0
"20351","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20352","Sul","Construçao civil",0
"20353","Sul","Comércio varejista",0
"20354","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20355","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20356","Sul","Comércio varejista",0
"20357","Sul","Instituiçoes de crédito, seguros e capitalizaçao",0
"20358","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20359","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20360","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20361","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20362","Sul","Construçao civil",0
"20363","Sul","Comércio varejista",0
"20364","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20365","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20366","Sul","Comércio varejista",0
"20367","Sul","Comércio atacadista",0
"20368","Sul","Comércio atacadista",0
"20369","Sul","Comércio varejista",0
"20370","Sul","Comércio atacadista",0
"20371","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20372","Sul","Construçao civil",0
"20373","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20374","Sul","Comércio varejista",0
"20375","Sul","Comércio atacadista",0
"20376","Sul","Comércio atacadista",0
"20377","Sul","Comércio varejista",0
"20378","Sul","Comércio varejista",0
"20379","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20380","Sul","Comércio varejista",0
"20381","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20382","Sul","Comércio varejista",0
"20383","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20384","Sul","Construçao civil",0
"20385","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20386","Sul","Instituiçoes de crédito, seguros e capitalizaçao",0
"20387","Sul","Construçao civil",0
"20388","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20389","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20390","Sul","Transportes e comunicaçoes",0
"20391","Sul","Comércio varejista",0
"20392","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20393","Sul","Transportes e comunicaçoes",0
"20394","Sul","Transportes e comunicaçoes",0
"20395","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20396","Sul","Comércio varejista",0
"20397","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20398","Sul","Ensino",0
"20399","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20400","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20401","Sul","Ind. química de produtos farmacêuticos, veterinários, perfumaria",0
"20402","Sul","Comércio atacadista",0
"20403","Sul","Comércio varejista",0
"20404","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20405","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20406","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20407","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20408","Sul","Comércio varejista",0
"20409","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20410","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20411","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20412","Sul","Comércio varejista",0
"20413","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20414","Sul","Construçao civil",0
"20415","Sul","Ensino",0
"20416","Sul","Serviços médicos, odontológicos e veterinários",0
"20417","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20418","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20419","Sul","Comércio varejista",0
"20420","Sul","Comércio varejista",0
"20421","Sul","Comércio varejista",0
"20422","Sul","Comércio varejista",0
"20423","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20424","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20425","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20426","Sul","Comércio varejista",0
"20427","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20428","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20429","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20430","Sul","Comércio varejista",0
"20431","Sul","Comércio atacadista",0
"20432","Sul","Serviços médicos, odontológicos e veterinários",0
"20433","Sul","Comércio varejista",0
"20434","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20435","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20436","Sul","Comércio varejista",0
"20437","Sul","Comércio varejista",0
"20438","Sul","Comércio varejista",0
"20439","Sul","Construçao civil",0
"20440","Sul","Comércio varejista",0
"20441","Sul","Ensino",0
"20442","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20443","Sul","Construçao civil",0
"20444","Sul","Comércio varejista",0
"20445","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20446","Sul","Transportes e comunicaçoes",0
"20447","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20448","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20449","Sul","Agricultura, silvicultura, criaçao de animais, extrativismo vegetal",0
"20450","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20451","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20452","Sul","Comércio varejista",0
"20453","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20454","Sul","Comércio varejista",0
"20455","Sul","Comércio varejista",0
"20456","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20457","Sul","Comércio varejista",0
"20458","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20459","Sul","Serviços médicos, odontológicos e veterinários",0
"20460","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20461","Sul","Comércio varejista",0
"20462","Sul","Construçao civil",0
"20463","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20464","Sul","Comércio varejista",0
"20465","Sul","Comércio varejista",0
"20466","Sul","Comércio varejista",0
"20467","Sul","Comércio varejista",0
"20468","Sul","Comércio varejista",0
"20469","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20470","Sul","Comércio varejista",0
"20471","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20472","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20473","Sul","Serviços médicos, odontológicos e veterinários",0
"20474","Sul","Comércio varejista",0
"20475","Sul","Comércio varejista",0
"20476","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20477","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20478","Sul","Comércio varejista",0
"20479","Sul","Serviços médicos, odontológicos e veterinários",0
"20480","Sul","Serviços médicos, odontológicos e veterinários",0
"20481","Sul","Serviços médicos, odontológicos e veterinários",0
"20482","Sul","Comércio varejista",0
"20483","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20484","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20485","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20486","Sul","Comércio varejista",0
"20487","Sul","Transportes e comunicaçoes",0
"20488","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20489","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20490","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20491","Sul","Instituiçoes de crédito, seguros e capitalizaçao",0
"20492","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20493","Sul","Construçao civil",0
"20494","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20495","Sul","Comércio varejista",0
"20496","Sul","Comércio varejista",0
"20497","Sul","Comércio varejista",0
"20498","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20499","Sul","Comércio varejista",0
"20500","Sul","Comércio varejista",0
"20501","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20502","Sul","Comércio atacadista",0
"20503","Sul","Comércio varejista",0
"20504","Sul","Administraçao pública direta e autárquica",0
"20505","Sul","Administraçao pública direta e autárquica",0
"20506","Sul","Comércio atacadista",0
"20507","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20508","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20509","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20510","Sul","Comércio varejista",0
"20511","Sul","Comércio varejista",0
"20512","Sul","Serviços médicos, odontológicos e veterinários",0
"20513","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20514","Sul","Comércio varejista",0
"20515","Sul","Indústria têxtil do vestuário e artefatos de tecidos",0
"20516","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20517","Sul","Comércio varejista",0
"20518","Sul","Comércio varejista",0
"20519","Sul","Ensino",0
"20520","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20521","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20522","Sul","Comércio varejista",0
"20523","Sul","Comércio varejista",0
"20524","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20525","Sul","Comércio varejista",0
"20526","Sul","Comércio varejista",0
"20527","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20528","Sul","Serviços médicos, odontológicos e veterinários",0
"20529","Sul","Comércio varejista",0
"20530","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20531","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20532","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20533","Sul","Construçao civil",0
"20534","Sul","Construçao civil",0
"20535","Sul","Comércio varejista",0
"20536","Sul","Comércio atacadista",0
"20537","Sul","Ensino",0
"20538","Sul","Comércio varejista",0
"20539","Sul","Transportes e comunicaçoes",0
"20540","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20541","Sul","Comércio atacadista",0
"20542","Sul","Serv. de alojamento, alimentaçao, reparaçao, manutençao, redaçao",0
"20543","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20544","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20545","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20546","Sul","Com. e administraçao de imóveis, valores mobiliários, serv. Técnico",0
"20547","Sul","Transportes e comunicaçoes",0
"20548","Sul","Comércio varejista",0
"20549","Sul","Comércio varejista",0
"20550","Sul","Comércio varejista",0
